Date,Open,High,Low,Close,Adj Close,Volume
2021-09-02,44.88999938964844,45.0,44.619998931884766,44.93000030517578,44.8712158203125,871200
2021-09-03,44.619998931884766,45.06999969482422,44.58000183105469,44.880001068115234,44.821285247802734,1290000
2021-09-07,45.099998474121094,45.2599983215332,44.88999938964844,45.029998779296875,44.97108459472656,1073700
2021-09-08,44.81999969482422,44.88999938964844,44.130001068115234,44.25,44.192108154296875,1967900
2021-09-09,44.38999938964844,44.65999984741211,44.25,44.369998931884766,44.311946868896484,1359200
2021-09-10,45.119998931884766,45.540000915527344,44.939998626708984,44.95000076293945,44.89119338989258,2184300
2021-09-13,45.279998779296875,45.41999816894531,44.84000015258789,45.400001525878906,45.34060287475586,1902000
2021-09-14,46.099998474121094,46.900001525878906,46.0099983215332,46.619998931884766,46.55900573730469,2051300
2021-09-15,47.130001068115234,47.2599983215332,46.689998626708984,47.2400016784668,47.17819595336914,1795300
2021-09-16,46.869998931884766,47.380001068115234,46.779998779296875,47.20000076293945,47.138248443603516,1967500
2021-09-17,46.189998626708984,46.290000915527344,45.29999923706055,45.86000061035156,45.79999923706055,2936400
2021-09-20,44.209999084472656,44.849998474121094,44.060001373291016,44.75,44.75,2451200
2021-09-21,45.54999923706055,45.56999969482422,45.040000915527344,45.27000045776367,45.27000045776367,1223800
2021-09-22,45.369998931884766,45.95000076293945,45.29999923706055,45.79999923706055,45.79999923706055,1277600
2021-09-23,46.220001220703125,46.619998931884766,46.18000030517578,46.47999954223633,46.47999954223633,862900
2021-09-24,46.060001373291016,46.5099983215332,46.060001373291016,46.400001525878906,46.400001525878906,1059500
2021-09-27,46.52000045776367,46.810001373291016,46.04999923706055,46.38999938964844,46.38999938964844,1183300
2021-09-28,44.189998626708984,44.459999084472656,43.779998779296875,43.779998779296875,43.779998779296875,2969800
2021-09-29,44.20000076293945,44.290000915527344,43.290000915527344,43.34000015258789,43.34000015258789,2326600
2021-09-30,43.290000915527344,43.959999084472656,43.290000915527344,43.630001068115234,43.630001068115234,2251900
2021-10-01,43.68000030517578,43.709999084472656,42.90999984741211,43.279998779296875,43.279998779296875,2524000
2021-10-04,42.79999923706055,42.83000183105469,41.66999816894531,41.84000015258789,41.84000015258789,2637100
2021-10-05,42.349998474121094,42.869998931884766,42.150001525878906,42.630001068115234,42.630001068115234,1578600
2021-10-06,41.779998779296875,42.31999969482422,41.619998931884766,42.22999954223633,42.22999954223633,1578400
2021-10-07,42.47999954223633,42.75,42.099998474121094,42.099998474121094,42.099998474121094,1587100
2021-10-08,42.04999923706055,42.08000183105469,41.369998931884766,41.400001525878906,41.400001525878906,2354300
2021-10-11,41.11000061035156,41.59000015258789,40.81999969482422,40.84000015258789,40.84000015258789,1485600
2021-10-12,41.2400016784668,41.27000045776367,40.63999938964844,40.79999923706055,40.79999923706055,2328600
2021-10-13,41.279998779296875,41.619998931884766,41.16999816894531,41.41999816894531,41.41999816894531,1813300
2021-10-14,41.97999954223633,42.5,41.95000076293945,42.47999954223633,42.47999954223633,2102800
2021-10-15,42.380001068115234,42.560001373291016,42.15999984741211,42.52000045776367,42.52000045776367,1323400
2021-10-18,42.130001068115234,42.880001068115234,42.029998779296875,42.83000183105469,42.83000183105469,1193400
2021-10-19,42.93000030517578,43.189998626708984,42.779998779296875,43.15999984741211,43.15999984741211,1068500
2021-10-20,42.900001525878906,43.13999938964844,42.66999816894531,42.810001373291016,42.810001373291016,1462700
2021-10-21,43.459999084472656,43.93000030517578,43.349998474121094,43.880001068115234,43.880001068115234,1568200
2021-10-22,44.060001373291016,44.38999938964844,43.7599983215332,43.900001525878906,43.900001525878906,1583200
2021-10-25,44.060001373291016,44.56999969482422,43.939998626708984,44.5099983215332,44.5099983215332,1548400
2021-10-26,45.04999923706055,45.18000030517578,44.619998931884766,44.75,44.75,1635500
2021-10-27,44.459999084472656,45.810001373291016,44.400001525878906,45.029998779296875,45.029998779296875,3387900
2021-10-28,47.189998626708984,48.540000915527344,47.18000030517578,48.5099983215332,48.5099983215332,3379200
2021-10-29,47.02000045776367,47.65999984741211,46.7400016784668,47.63999938964844,47.63999938964844,2224500
2021-11-01,47.56999969482422,47.939998626708984,47.31999969482422,47.720001220703125,47.720001220703125,1707900
2021-11-02,47.939998626708984,48.41999816894531,47.86000061035156,48.41999816894531,48.41999816894531,1521300
2021-11-03,48.779998779296875,49.470001220703125,48.529998779296875,49.45000076293945,49.45000076293945,1453500
2021-11-04,49.709999084472656,50.560001373291016,49.56999969482422,50.52000045776367,50.52000045776367,1937600
2021-11-05,50.66999816894531,50.97999954223633,50.16999816894531,50.7599983215332,50.7599983215332,1860900
